"date","year","month","date_label","dummy","recession","cpi","cpi_yoy_percent_change","ngdp","ngdp_monthly","rgdp","rgdp_monthly","real_gdp_now","fci","fci_yoy_arith_change","fci_qoq_arith_change","nf_employees","resi_const_employees_nsa","employee_comp","unemployment_rate","initial_claims_nsa","initial_claims_sa","cont_claims_sa","nonfarm_openings_sa","nonfarm_openings_rate_sa","labor_prod","labor_prod_monthly","ahe","personal_income","real_pi","disp_pi","real_disp_pi","pce","pce_yoy_percent_change","real_pce","pers_int_income","pers_int_payments","hh_pmnts_percent_dpi","mtg_pmnts_percent_dpi","pers_current_taxes","pers_current_transfers","pers_saving","pers_saving_rate","umich_cons_sentiment","corp_profits","fed_profits","bus_sales_nsa","bus_inventories_nsa","bus_applications_nsa","gross_pdi","real_gross_pdi","ind_prod_nsa","ind_prod_sa","priv_nonres_fi","priv_res_fi","real_priv_res_fi","new_sf_sales_nsa","active_home_listings","existing_home_sales","total_housing_permits_nsa","total_housing_permits_sa","sf_unit_permits_nsa","total_housing_starts_nsa","sf_unit_starts_nsa","total_under_construct_nsa","sf_unit_under_const_nsa","total_completed_nsa","sf_unit_completed_nsa","not_started_homes_sold_nsa","under_const_homes_sold_nsa","completed_homes_sold_nsa","auto_sales_nsa","med_sales_price_exist","med_sales_price_new","new_homes_months_on_sales","m1","m2","z1_loans","z1_securities","bank_loans","bank_loans_mom_arith","bank_securities_sa","bank_assets_sa","bank_reserves","bank_credit_sa","deposits_sa","rrp_nsa","fed_assets_nsa","fed_assets_nsa_yoy","fed_remittances","fed_ust_holdings_nsa","fed_ust_holdings_nsa_yoy","fed_bill_holdings_nsa","fed_bill_holdings_nsa_yoy","fed_n_b_holdings_nsa","fed_n_b_holdings_nsa_yoy","fed_funds_rate","fed_funds_rate_yoy_change","three_month_yield","six_month_yield","one_year_yield","three_year_yield","two_year_yield","two_year_yield_1y_lagged","five_year_yield","ten_year_yield","ten_year_yield_yoy_change","thirty_year_yield","sahm_rule_indicator","m2_less_reserves","m2_less_reserves_less_securities","twos_tens_yc","three_month_tens_yc"
1949-09-01,1949,"September","Sep 49",597,1,23.75,-2.50410509031198,NA,271.381,NA,271.381,NA,NA,NA,NA,43780,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0597,13.6854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5078,0.0445000000000064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93,NA,NA,NA,NA
1949-10-01,1949,"October","Oct 49",598,1,23.67,-2.63266145619085,270.627,270.627,2257.352,270.627,NA,NA,NA,NA,42942,NA,NA,7.9,NA,NA,NA,NA,NA,24.118,24.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.457,NA,NA,NA,NA,37.468,207.912,13.764,13.1745,25.628,16.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125401,281138,38.5471,0.0392999999999972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA,NA,NA
1949-11-01,1949,"November","Nov 49",599,0,23.7,-1.90397350993378,NA,274.027333333333,NA,274.027333333333,NA,NA,NA,NA,43242,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7102,13.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5842,0.0371000000000024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA
1949-12-01,1949,"December","Dec 49",600,0,23.61,-1.82952182952183,NA,277.427666666667,NA,277.427666666667,NA,NA,NA,NA,43522,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6296,13.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.6534,0.069199999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13,NA,NA,NA,NA
1950-01-01,1950,"January","Jan 50",601,0,23.51,-2.08246563931695,280.828,280.828,2346.104,280.828,NA,NA,NA,NA,43526,NA,NA,6.5,NA,NA,NA,NA,NA,24.945,24.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.037,NA,NA,NA,NA,46.749,257.271,13.9791,14.008,26.386,18.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.0415,0.388100000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47,NA,NA,NA,NA
1950-02-01,1950,"February","Feb 50",602,0,23.61,-1.25470514429109,NA,284.013,NA,284.013,NA,NA,NA,NA,43297,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1672,14.0618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6061,0.564599999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17,NA,NA,NA,NA
1950-03-01,1950,"March","Mar 50",603,0,23.64,-1.12923462986199,NA,287.198,NA,287.198,NA,NA,NA,NA,43954,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6242,14.5188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2129,0.6068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,NA,NA,NA,NA
1950-04-01,1950,"April","Apr 50",604,0,23.65,-1.12876254180603,290.383,290.383,2417.682,290.383,NA,NA,NA,NA,44382,NA,NA,5.8,NA,NA,NA,NA,NA,25.252,25.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.815,NA,NA,NA,NA,52.291,284.803,14.9737,15.0028,28.855,20.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8136,0.600700000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,NA,NA,NA,NA
1950-05-01,1950,"May","May 50",605,0,23.77,-0.585529067335844,NA,296.306333333333,NA,296.306333333333,NA,NA,NA,NA,44718,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1081,15.3523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3628,0.549199999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA
1950-06-01,1950,"June","Jun 50",606,0,23.88,-0.16722408026757,NA,302.229666666667,NA,302.229666666667,NA,NA,NA,NA,45083,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6996,15.8094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9142,0.551400000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,NA,NA,NA,NA
1950-07-01,1950,"July","Jul 50",607,0,24.07,1.56118143459916,308.153,308.153,2511.127,308.153,NA,NA,NA,NA,45454,NA,NA,5,NA,NA,NA,NA,NA,25.8,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.777,NA,NA,NA,NA,58.641,309.285,15.2426,16.3202,31.91,22.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7255,0.811299999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,NA,NA,NA,NA
1950-08-01,1950,"August","Aug 50",608,0,24.2,2.10970464135021,NA,312.083666666667,NA,312.083666666667,NA,NA,NA,NA,46192,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9631,16.8311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6913,0.965800000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33,NA,NA,NA,NA
1950-09-01,1950,"September","Sep 50",609,0,24.34,2.4842105263158,NA,316.014333333333,NA,316.014333333333,NA,NA,NA,NA,46438,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0975,16.7235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6291,0.937800000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33,NA,NA,NA,NA
1950-10-01,1950,"October","Oct 50",610,0,24.5,3.50654837346851,319.945,319.945,2559.214,319.945,NA,NA,NA,NA,46706,NA,NA,4.2,NA,NA,NA,NA,NA,25.847,25.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.581,NA,NA,NA,NA,68.441,348.585,17.5545,16.8311,32.919,21.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148353,287969,45.5261,0.896999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,NA,NA,NA,NA
1950-11-01,1950,"November","Nov 50",611,0,24.6,3.79746835443038,NA,325.296666666667,NA,325.296666666667,NA,NA,NA,NA,46776,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9631,16.8042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.4138,0.887700000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,NA,NA,NA,NA
1950-12-01,1950,"December","Dec 50",612,0,24.98,5.80262600592969,NA,330.648333333333,NA,330.648333333333,NA,NA,NA,NA,46861,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9362,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.295,0.8812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,NA,NA,NA,NA
1951-01-01,1951,"January","Jan 51",613,0,25.38,7.95406210123351,336,336,2593.967,336,NA,NA,NA,NA,47288,NA,NA,3.7,NA,NA,NA,NA,NA,25.875,25.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.345,NA,NA,NA,NA,64.582,312.966,17.0437,17.1537,33.139,21.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.061,0.765999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17,NA,NA,NA,NA
1951-02-01,1951,"February","Feb 51",614,0,25.83,9.40279542566709,NA,338.696666666667,NA,338.696666666667,NA,NA,NA,NA,47577,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4201,17.2613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.7107,0.649700000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,NA,NA,NA,NA
1951-03-01,1951,"March","Mar 51",615,0,25.88,9.47546531302876,NA,341.393333333333,NA,341.393333333333,NA,NA,NA,NA,47873,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5545,17.3419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.3793,0.668599999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,NA,NA,NA,NA
1951-04-01,1951,"April","Apr 51",616,0,25.92,9.59830866807612,344.09,344.09,2638.898,344.09,NA,NA,NA,NA,47861,NA,NA,3.1,NA,NA,NA,NA,NA,25.796,25.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.589,NA,NA,NA,NA,67.383,320.221,17.3663,17.3688,34.124,18.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.0452,0.665900000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,NA,NA,NA,NA
1951-05-01,1951,"May","May 51",617,0,25.99,9.33950357593605,NA,346.521666666667,NA,346.521666666667,NA,NA,NA,NA,47952,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0706,17.3151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6744,0.629199999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,NA,NA,NA,NA
1951-06-01,1951,"June","Jun 51",618,0,25.93,8.58458961474038,NA,348.953333333333,NA,348.953333333333,NA,NA,NA,NA,48064,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2588,17.2344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.3065,0.632100000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.07,NA,NA,NA,NA
1951-07-01,1951,"July","Jul 51",619,0,25.91,7.64437058579144,351.385,351.385,2693.259,351.385,NA,NA,NA,NA,48061,NA,NA,3.1,NA,NA,NA,NA,NA,26.368,26.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.778,NA,NA,NA,NA,61.981,296.643,15.9953,16.9655,34.843,17.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.7314,0.424900000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
1951-08-01,1951,"August","Aug 51",620,0,25.86,6.8595041322314,NA,352.982666666667,NA,352.982666666667,NA,NA,NA,NA,48012,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8555,16.8042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.0001,0.268700000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA
1951-09-01,1951,"September","Sep 51",621,0,26.03,6.94330320460148,NA,354.580333333333,NA,354.580333333333,NA,NA,NA,NA,47954,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2588,16.9118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2604,0.260299999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA
1951-10-01,1951,"October","Oct 51",622,0,26.16,6.77551020408163,356.178,356.178,2699.156,356.178,NA,NA,NA,NA,48006,NA,NA,3.5,NA,NA,NA,NA,NA,26.447,26.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.592,NA,NA,NA,NA,57.084,273.007,17.3932,16.8849,34.642,17.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165649,295060,52.5364,0.276000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
1951-11-01,1951,"November","Nov 51",623,0,26.32,6.99186991869918,NA,357.392,NA,357.392,NA,NA,NA,NA,48147,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1781,17.0193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.8176,0.281199999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA
1951-12-01,1951,"December","Dec 51",624,0,26.47,5.96477181745396,NA,358.606,NA,358.606,NA,NA,NA,NA,48314,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9362,17.1268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.047,0.229399999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA
1952-01-01,1952,"January","Jan 52",625,0,26.45,4.21591804570529,359.82,359.82,2727.954,359.82,NA,NA,NA,NA,48296,NA,NA,3.2,NA,NA,NA,NA,NA,26.582,26.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.062,NA,NA,NA,NA,58.132,280.13,17.205,17.315,35.131,18.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166068,297181,53.4976,0.450600000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA
1952-02-01,1952,"February","Feb 52",626,0,26.41,2.24545102593883,NA,360.223333333333,NA,360.223333333333,NA,NA,NA,NA,48522,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6082,17.4226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.004,0.506399999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA
1952-03-01,1952,"March","Mar 52",627,0,26.39,1.97063369397219,NA,360.626666666667,NA,360.626666666667,NA,NA,NA,NA,48504,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7158,17.4764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.2966,0.2926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,NA,NA,NA,NA
1952-04-01,1952,"April","Apr 52",628,0,26.46,2.08333333333333,361.03,361.03,2733.8,361.03,NA,NA,NA,NA,48620,NA,NA,2.9,NA,NA,NA,NA,NA,26.529,26.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.295,NA,NA,NA,NA,53.004,259.01,17.2588,17.315,35.765,18.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172187,301294,54.7377,0.441099999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,NA,NA,NA,NA
1952-05-01,1952,"May","May 52",629,0,26.47,1.84686417853022,NA,363.253666666667,NA,363.253666666667,NA,NA,NA,NA,48642,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9631,17.1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.2628,0.525100000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,NA,NA,NA,NA
1952-06-01,1952,"June","Jun 52",630,0,26.53,2.31392209795604,NA,365.477333333333,NA,365.477333333333,NA,NA,NA,NA,48282,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0168,16.9924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.1472,0.884399999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA
